ticker,quantity,timestamp,lastUpdated
ADRT,10000,1712275004794.0923,2024-04-04 23:43:24.017071
ADSE,10000,1712275004794.0923,2024-04-04 23:43:24.017071
ADSEW,10000,1712275004794.0923,2024-04-04 23:43:24.017071
ADSK,10000,1712275004794.0923,2024-04-04 23:43:24.017071
ADT,10000,1712275004794.0923,2024-04-04 23:43:24.017071
ADTH,10000,1712275004794.0923,2024-04-04 23:43:24.017071
ADTHW,10000,1712275004794.0923,2024-04-04 23:43:24.017071
ADTN,10000,1712275004794.0923,2024-04-04 23:43:24.017071
ADTX,10000,1712275004794.0923,2024-04-04 23:43:24.017071
ADUS,10000,1712275004794.0923,2024-04-04 23:43:24.017071
ADV,10000,1712275004794.0923,2024-04-04 23:43:24.017071
ADVM,10000,1712275004794.0923,2024-04-04 23:43:24.017071
ADVWW,10000,1712275004794.0923,2024-04-04 23:43:24.017071
ADX,10000,1712275004794.0923,2024-04-04 23:43:24.017071
ADXN,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AE,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AEAE,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AEE,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AEF,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AEFC,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AEG,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AEHL,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AEHR,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AEI,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AEIS,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AEL,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AEL^A,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AEL^B,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AEM,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AEMD,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AENT,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AENTW,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AEO,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AEON,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AEP,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AER,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AERT,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AES,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AESI,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AEVA,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AEYE,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AEZS,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AFAR,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AFB,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AFBI,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AFCG,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AFG,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AFGB,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AFGC,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AFGD,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AFGE,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AFIB,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AFJK,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AFJKU,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AFL,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AFMD,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AFRI,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AFRIW,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AFRM,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AFT,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AFYA,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AG,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AGAE,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AGBA,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AGBAW,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AGCO,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AGD,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AGE,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AGEN,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AGFY,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AGI,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AGIO,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AGL,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AGM,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AGM^C,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AGM^D,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AGM^E,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AGM^F,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AGM^G,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AGMH,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AGNC,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AGNCL,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AGNCM,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AGNCN,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AGNCO,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AGNCP,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AGO,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AGR,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AGRI,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AGRIW,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AGRO,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AGRX,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AGS,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AGTI,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AGX,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AGYS,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AHCO,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AHG,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AHH,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AHH^A,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AHL^C,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AHL^D,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AHL^E,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AHR,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AHT,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AHT^D,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AHT^F,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AHT^G,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AHT^H,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AHT^I,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AI,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AIB,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AIBBR,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AIF,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AIG,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AIH,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AIHS,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AIM,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AIMBU,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AIMD,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AIMDW,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AIN,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AINC,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AIO,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AIP,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AIR,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AIRC,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AIRE,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AIRG,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AIRI,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AIRJ,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AIRJW,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AIRS,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AIRT,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AIRTP,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AISP,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AISPW,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AIT,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AITR,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AITRR,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AITRU,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AIU,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AIV,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AIXI,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AIZ,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AIZN,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AJG,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AJX,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AJXA,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AKA,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AKAM,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AKAN,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AKBA,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AKLI,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AKO/A,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AKO/B,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AKR,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AKRO,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AKTS,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AKTX,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AKYA,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AL,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AL^A,10000,1712275004794.0923,2024-04-04 23:43:24.017071
ALAB,10000,1712275004794.0923,2024-04-04 23:43:24.017071
ALAR,10000,1712275004794.0923,2024-04-04 23:43:24.017071
ALB,10000,1712275004794.0923,2024-04-04 23:43:24.017071
ALB^A,10000,1712275004794.0923,2024-04-04 23:43:24.017071
ALBT,10000,1712275004794.0923,2024-04-04 23:43:24.017071
ALC,10000,1712275004794.0923,2024-04-04 23:43:24.017071
ALCC,10000,1712275004794.0923,2024-04-04 23:43:24.017071
ALCE,10000,1712275004794.0923,2024-04-04 23:43:24.017071
ALCO,10000,1712275004794.0923,2024-04-04 23:43:24.017071
ALCY,10000,1712275004794.0923,2024-04-04 23:43:24.017071
ALCYW,10000,1712275004794.0923,2024-04-04 23:43:24.017071
ALDX,10000,1712275004794.0923,2024-04-04 23:43:24.017071
ALE,10000,1712275004794.0923,2024-04-04 23:43:24.017071
ALEC,10000,1712275004794.0923,2024-04-04 23:43:24.017071
ALEX,10000,1712275004794.0923,2024-04-04 23:43:24.017071
ALG,10000,1712275004794.0923,2024-04-04 23:43:24.017071
ALGM,10000,1712275004794.0923,2024-04-04 23:43:24.017071
ALGN,10000,1712275004794.0923,2024-04-04 23:43:24.017071
ALGS,10000,1712275004794.0923,2024-04-04 23:43:24.017071
ALGT,10000,1712275004794.0923,2024-04-04 23:43:24.017071
ALHC,10000,1712275004794.0923,2024-04-04 23:43:24.017071
ALIM,10000,1712275004794.0923,2024-04-04 23:43:24.017071
ALIT,10000,1712275004794.0923,2024-04-04 23:43:24.017071
ALK,10000,1712275004794.0923,2024-04-04 23:43:24.017071
ALKS,10000,1712275004794.0923,2024-04-04 23:43:24.017071
ALKT,10000,1712275004794.0923,2024-04-04 23:43:24.017071
ALL,10000,1712275004794.0923,2024-04-04 23:43:24.017071
ALL^B,10000,1712275004794.0923,2024-04-04 23:43:24.017071
ALL^H,10000,1712275004794.0923,2024-04-04 23:43:24.017071
ALL^I,10000,1712275004794.0923,2024-04-04 23:43:24.017071
ALL^J,10000,1712275004794.0923,2024-04-04 23:43:24.017071
ALLE,10000,1712275004794.0923,2024-04-04 23:43:24.017071
ALLG,10000,1712275004794.0923,2024-04-04 23:43:24.017071
ALLK,10000,1712275004794.0923,2024-04-04 23:43:24.017071
ALLO,10000,1712275004794.0923,2024-04-04 23:43:24.017071
ALLR,10000,1712275004794.0923,2024-04-04 23:43:24.017071
ALLT,10000,1712275004794.0923,2024-04-04 23:43:24.017071
ALLY,10000,1712275004794.0923,2024-04-04 23:43:24.017071
ALNT,10000,1712275004794.0923,2024-04-04 23:43:24.017071
ALNY,10000,1712275004794.0923,2024-04-04 23:43:24.017071
ALOT,10000,1712275004794.0923,2024-04-04 23:43:24.017071
ALPN,10000,1712275004794.0923,2024-04-04 23:43:24.017071
ALPP,10000,1712275004794.0923,2024-04-04 23:43:24.017071
ALRM,10000,1712275004794.0923,2024-04-04 23:43:24.017071
ALRN,10000,1712275004794.0923,2024-04-04 23:43:24.017071
ALRS,10000,1712275004794.0923,2024-04-04 23:43:24.017071
ALSA,10000,1712275004794.0923,2024-04-04 23:43:24.017071
ALSAR,10000,1712275004794.0923,2024-04-04 23:43:24.017071
ALSAW,10000,1712275004794.0923,2024-04-04 23:43:24.017071
ALSN,10000,1712275004794.0923,2024-04-04 23:43:24.017071
ALT,10000,1712275004794.0923,2024-04-04 23:43:24.017071
ALTG,10000,1712275004794.0923,2024-04-04 23:43:24.017071
ALTG^A,10000,1712275004794.0923,2024-04-04 23:43:24.017071
ALTI,10000,1712275004794.0923,2024-04-04 23:43:24.017071
ALTM,10000,1712275004794.0923,2024-04-04 23:43:24.017071
ALTO,10000,1712275004794.0923,2024-04-04 23:43:24.017071
ALTR,10000,1712275004794.0923,2024-04-04 23:43:24.017071
ALUR,10000,1712275004794.0923,2024-04-04 23:43:24.017071
ALV,10000,1712275004794.0923,2024-04-04 23:43:24.017071
ALVO,10000,1712275004794.0923,2024-04-04 23:43:24.017071
ALVOW,10000,1712275004794.0923,2024-04-04 23:43:24.017071
ALVR,10000,1712275004794.0923,2024-04-04 23:43:24.017071
ALX,10000,1712275004794.0923,2024-04-04 23:43:24.017071
ALXO,10000,1712275004794.0923,2024-04-04 23:43:24.017071
ALZN,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AM,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AMAL,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AMAT,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AMBA,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AMBC,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AMBI,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AMBO,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AMBP,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AMC,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AMCR,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AMCX,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AMD,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AME,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AMED,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AMG,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AMGN,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AMH,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AMH^G,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AMH^H,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AMIX,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AMK,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AMKR,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AMLI,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AMLX,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AMN,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AMNB,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AMP,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AMPE,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AMPG,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AMPGW,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AMPH,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AMPL,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AMPS,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AMPX,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AMPY,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AMR,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AMRC,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AMRK,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AMRN,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AMRX,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AMS,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AMSC,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AMSF,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AMST,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AMSWA,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AMT,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AMTB,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AMTD,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AMTX,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AMWD,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AMWL,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AMX,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AMZN,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AN,10000,1712275004794.0923,2024-04-04 23:43:24.017071
ANAB,10000,1712275004794.0923,2024-04-04 23:43:24.017071
ANDE,10000,1712275004794.0923,2024-04-04 23:43:24.017071
ANEB,10000,1712275004794.0923,2024-04-04 23:43:24.017071
ANET,10000,1712275004794.0923,2024-04-04 23:43:24.017071
ANF,10000,1712275004794.0923,2024-04-04 23:43:24.017071
ANGH,10000,1712275004794.0923,2024-04-04 23:43:24.017071
ANGHW,10000,1712275004794.0923,2024-04-04 23:43:24.017071
ANGI,10000,1712275004794.0923,2024-04-04 23:43:24.017071
ANGO,10000,1712275004794.0923,2024-04-04 23:43:24.017071
ANIK,10000,1712275004794.0923,2024-04-04 23:43:24.017071
ANIP,10000,1712275004794.0923,2024-04-04 23:43:24.017071
ANIX,10000,1712275004794.0923,2024-04-04 23:43:24.017071
ANL,10000,1712275004794.0923,2024-04-04 23:43:24.017071
ANNX,10000,1712275004794.0923,2024-04-04 23:43:24.017071
ANRO,10000,1712275004794.0923,2024-04-04 23:43:24.017071
ANSC,10000,1712275004794.0923,2024-04-04 23:43:24.017071
ANSCU,10000,1712275004794.0923,2024-04-04 23:43:24.017071
ANSS,10000,1712275004794.0923,2024-04-04 23:43:24.017071
ANTE,10000,1712275004794.0923,2024-04-04 23:43:24.017071
ANTX,10000,1712275004794.0923,2024-04-04 23:43:24.017071
ANVS,10000,1712275004794.0923,2024-04-04 23:43:24.017071
ANY,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AOD,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AOGO,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AOMR,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AON,10000,1712275004794.0923,2024-04-04 23:43:24.017071
AONC,10000,1712275004794.0923,2024-04-04 23:43:24.017071
