ticker,price,_id,timestamp
AFJKU,10.36,AFJKU,1712275004794.0923
AFL,84.91,AFL,1712275004794.0923
AFMD,5.05,AFMD,1712275004794.0923
AFRI,10.42,AFRI,1712275004794.0923
AFRIW,1.44,AFRIW,1712275004794.0923
AFRM,37.87,AFRM,1712275004794.0923
AFT,14.37,AFT,1712275004794.0923
AFYA,21.175,AFYA,1712275004794.0923
AG,5.55,AG,1712275004794.0923
AGAE,0.9101,AGAE,1712275004794.0923
AGBA,0.3349,AGBA,1712275004794.0923
AGBAW,0.0152,AGBAW,1712275004794.0923
AGCO,118.12,AGCO,1712275004794.0923
AGD,9.7095,AGD,1712275004794.0923
AGE,13.95,AGE,1712275004794.0923
AGEN,0.5731,AGEN,1712275004794.0923
AGFY,0.3899,AGFY,1712275004794.0923
AGI,13.63,AGI,1712275004794.0923
AGIO,30.75,AGIO,1712275004794.0923
AGL,5.5675,AGL,1712275004794.0923
AGM,191.64,AGM,1712275004794.0923
AGM^C,25.2,AGM^C,1712275004794.0923
AGM^D,24.47,AGM^D,1712275004794.0923
AGM^E,24.09,AGM^E,1712275004794.0923
AGM^F,22.1701,AGM^F,1712275004794.0923
AGM^G,20.69,AGM^G,1712275004794.0923
AGMH,1.9,AGMH,1712275004794.0923
AGNC,9.7977,AGNC,1712275004794.0923
AGNCL,24.0999,AGNCL,1712275004794.0923
AGNCM,24.73,AGNCM,1712275004794.0923
AGNCN,25.8206,AGNCN,1712275004794.0923
AGNCO,24.83,AGNCO,1712275004794.0923
AGNCP,23.82,AGNCP,1712275004794.0923
AGO,92.04,AGO,1712275004794.0923
AGR,35.91,AGR,1712275004794.0923
AGRI,0.1655,AGRI,1712275004794.0923
AGRIW,0.0075,AGRIW,1712275004794.0923
AGRO,10.57,AGRO,1712275004794.0923
AGRX,0.5726,AGRX,1712275004794.0923
AGS,8.95,AGS,1712275004794.0923
AGTI,10.16,AGTI,1712275004794.0923
AGX,51.285,AGX,1712275004794.0923
AGYS,83.07,AGYS,1712275004794.0923
AHCO,11.075,AHCO,1712275004794.0923
AHG,1.2,AHG,1712275004794.0923
AHH,10.72,AHH,1712275004794.0923
AHH^A,23.3,AHH^A,1712275004794.0923
AHL^C,25.37,AHL^C,1712275004794.0923
AHL^D,21.61,AHL^D,1712275004794.0923
AHL^E,20.89,AHL^E,1712275004794.0923
AHR,14.15,AHR,1712275004794.0923
AHT,1.33,AHT,1712275004794.0923
AHT^D,14.78,AHT^D,1712275004794.0923
AHT^F,13.46,AHT^F,1712275004794.0923
AHT^G,16.22,AHT^G,1712275004794.0923
AHT^H,14.2,AHT^H,1712275004794.0923
AHT^I,13.61,AHT^I,1712275004794.0923
AI,28.7099,AI,1712275004794.0923
AIB,11.55,AIB,1712275004794.0923
AIBBR,0.1188,AIBBR,1712275004794.0923
AIF,14.88,AIF,1712275004794.0923
AIG,76.86,AIG,1712275004794.0923
AIH,0.3601,AIH,1712275004794.0923
AIHS,0.98,AIHS,1712275004794.0923
AIM,0.416,AIM,1712275004794.0923
AIMBU,11.11,AIMBU,1712275004794.0923
AIMD,1.29,AIMD,1712275004794.0923
AIMDW,0.079,AIMDW,1712275004794.0923
AIN,94.3,AIN,1712275004794.0923
AINC,2.21,AINC,1712275004794.0923
AIO,19.94,AIO,1712275004794.0923
AIP,7.3,AIP,1712275004794.0923
AIR,64.685,AIR,1712275004794.0923
AIRC,31.79,AIRC,1712275004794.0923
AIRE,1.28,AIRE,1712275004794.0923
AIRG,5.21,AIRG,1712275004794.0923
AIRI,4.94,AIRI,1712275004794.0923
AIRJ,11.36,AIRJ,1712275004794.0923
AIRJW,0.72,AIRJW,1712275004794.0923
AIRS,6.03,AIRS,1712275004794.0923
AIRT,21.9,AIRT,1712275004794.0923
AIRTP,17.0,AIRTP,1712275004794.0923
AISP,8.8399,AISP,1712275004794.0923
AISPW,0.83,AISPW,1712275004794.0923
AIT,200.355,AIT,1712275004794.0923
AITR,10.3,AITR,1712275004794.0923
AITRR,0.1718,AITRR,1712275004794.0923
AITRU,10.42,AITRU,1712275004794.0923
AIU,0.799,AIU,1712275004794.0923
AIV,7.725,AIV,1712275004794.0923
AIXI,1.8695,AIXI,1712275004794.0923
AIZ,178.4846,AIZ,1712275004794.0923
AIZN,22.68,AIZN,1712275004794.0923
AJG,252.18,AJG,1712275004794.0923
AJX,3.66,AJX,1712275004794.0923
AJXA,25.3,AJXA,1712275004794.0923
AKA,9.94,AKA,1712275004794.0923
AKAM,109.615,AKAM,1712275004794.0923
AKAN,0.2075,AKAN,1712275004794.0923
AKBA,2.025,AKBA,1712275004794.0923
AKLI,0.2802,AKLI,1712275004794.0923
AKO/A,12.288,AKO/A,1712275004794.0923
AKO/B,15.75,AKO/B,1712275004794.0923
AKR,17.07,AKR,1712275004794.0923
AKRO,25.92,AKRO,1712275004794.0923
AKTS,0.61,AKTS,1712275004794.0923
AKTX,1.823,AKTX,1712275004794.0923
AKYA,5.1,AKYA,1712275004794.0923
AL,46.88,AL,1712275004794.0923
AL^A,25.79,AL^A,1712275004794.0923
ALAB,78.27,ALAB,1712275004794.0923
ALAR,22.65,ALAR,1712275004794.0923
ALB,126.315,ALB,1712275004794.0923
ALB^A,56.96,ALB^A,1712275004794.0923
ALBT,0.32,ALBT,1712275004794.0923
ALC,84.175,ALC,1712275004794.0923
ALCC,10.75,ALCC,1712275004794.0923
ALCE,0.481,ALCE,1712275004794.0923
ALCO,29.25,ALCO,1712275004794.0923
ALCY,10.57,ALCY,1712275004794.0923
ALCYW,0.2157,ALCYW,1712275004794.0923
ALDX,2.935,ALDX,1712275004794.0923
ALE,58.46,ALE,1712275004794.0923
ALEC,6.3,ALEC,1712275004794.0923
ALEX,16.5,ALEX,1712275004794.0923
ALG,212.86,ALG,1712275004794.0923
ALGM,28.02,ALGM,1712275004794.0923
ALGN,324.146,ALGN,1712275004794.0923
ALGS,0.9405,ALGS,1712275004794.0923
ALGT,72.84,ALGT,1712275004794.0923
ALHC,4.8388,ALHC,1712275004794.0923
ALIM,4.0,ALIM,1712275004794.0923
ALIT,10.15,ALIT,1712275004794.0923
ALK,39.48,ALK,1712275004794.0923
ALKS,27.505,ALKS,1712275004794.0923
ALKT,24.6,ALKT,1712275004794.0923
ALL,162.085,ALL,1712275004794.0923
ALL^B,26.25,ALL^B,1712275004794.0923
ALL^H,23.9599,ALL^H,1712275004794.0923
ALL^I,23.0,ALL^I,1712275004794.0923
ALL^J,27.28,ALL^J,1712275004794.0923
ALLE,135.2,ALLE,1712275004794.0923
ALLG,0.8833,ALLG,1712275004794.0923
ALLK,1.285,ALLK,1712275004794.0923
ALLO,4.355,ALLO,1712275004794.0923
ALLR,0.3455,ALLR,1712275004794.0923
ALLT,2.22,ALLT,1712275004794.0923
ALLY,40.7,ALLY,1712275004794.0923
ALNT,33.51,ALNT,1712275004794.0923
ALNY,146.24,ALNY,1712275004794.0923
ALOT,17.72,ALOT,1712275004794.0923
ALPN,42.74,ALPN,1712275004794.0923
ALPP,0.7,ALPP,1712275004794.0923
ALRM,74.24,ALRM,1712275004794.0923
ALRN,5.56,ALRN,1712275004794.0923
ALRS,21.55,ALRS,1712275004794.0923
ALSA,11.3,ALSA,1712275004794.0923
ALSAR,0.0919,ALSAR,1712275004794.0923
ALSAW,0.0101,ALSAW,1712275004794.0923
ALSN,78.22,ALSN,1712275004794.0923
ALT,9.165,ALT,1712275004794.0923
ALTG,12.77,ALTG,1712275004794.0923
ALTG^A,26.2365,ALTG^A,1712275004794.0923
ALTI,6.13,ALTI,1712275004794.0923
ALTM,4.6899,ALTM,1712275004794.0923
ALTO,1.945,ALTO,1712275004794.0923
ALTR,86.665,ALTR,1712275004794.0923
ALUR,2.0,ALUR,1712275004794.0923
ALV,121.855,ALV,1712275004794.0923
ALVO,15.04,ALVO,1712275004794.0923
ALVOW,4.3,ALVOW,1712275004794.0923
ALVR,0.7568,ALVR,1712275004794.0923
ALX,217.19,ALX,1712275004794.0923
ALXO,12.515,ALXO,1712275004794.0923
ALZN,1.04,ALZN,1712275004794.0923
AM,13.91,AM,1712275004794.0923
AMAL,23.75,AMAL,1712275004794.0923
AMAT,212.655,AMAT,1712275004794.0923
AMBA,51.15,AMBA,1712275004794.0923
AMBC,15.18,AMBC,1712275004794.0923
AMBI,5.63,AMBI,1712275004794.0923
AMBO,2.02,AMBO,1712275004794.0923
AMBP,3.455,AMBP,1712275004794.0923
AMC,4.21,AMC,1712275004794.0923
AMCR,9.265,AMCR,1712275004794.0923
AMCX,12.55,AMCX,1712275004794.0923
AMD,180.3989,AMD,1712275004794.0923
AME,185.5,AME,1712275004794.0923
AMED,92.28,AMED,1712275004794.0923
AMG,163.68,AMG,1712275004794.0923
AMGN,277.732,AMGN,1712275004794.0923
AMH,36.245,AMH,1712275004794.0923
AMH^G,23.8668,AMH^G,1712275004794.0923
AMH^H,24.52,AMH^H,1712275004794.0923
AMIX,3.2499,AMIX,1712275004794.0923
AMK,36.215,AMK,1712275004794.0923
AMKR,31.93,AMKR,1712275004794.0923
AMLI,0.6961,AMLI,1712275004794.0923
AMLX,2.9395,AMLX,1712275004794.0923
AMN,67.03,AMN,1712275004794.0923
AMNB,47.11,AMNB,1712275004794.0923
AMP,436.15,AMP,1712275004794.0923
AMPE,1.66,AMPE,1712275004794.0923
AMPG,1.88,AMPG,1712275004794.0923
AMPGW,0.14,AMPGW,1712275004794.0923
AMPH,44.085,AMPH,1712275004794.0923
AMPL,11.63,AMPL,1712275004794.0923
AMPS,4.89,AMPS,1712275004794.0923
AMPX,3.06,AMPX,1712275004794.0923
AMPY,6.47,AMPY,1712275004794.0923
AMR,327.26,AMR,1712275004794.0923
AMRC,20.78,AMRC,1712275004794.0923
AMRK,28.97,AMRK,1712275004794.0923
AMRN,0.8829,AMRN,1712275004794.0923
AMRX,6.205,AMRX,1712275004794.0923
AMS,2.6143,AMS,1712275004794.0923
AMSC,13.13,AMSC,1712275004794.0923
AMSF,50.695,AMSF,1712275004794.0923
AMST,2.28,AMST,1712275004794.0923
AMSWA,11.565,AMSWA,1712275004794.0923
AMT,194.26,AMT,1712275004794.0923
AMTB,22.71,AMTB,1712275004794.0923
AMTD,1.73,AMTD,1712275004794.0923
AMTX,4.7899,AMTX,1712275004794.0923
AMWD,102.1,AMWD,1712275004794.0923
AMWL,0.9,AMWL,1712275004794.0923
AMX,18.695,AMX,1712275004794.0923
AMZN,179.3,AMZN,1712275004794.0923
AN,166.015,AN,1712275004794.0923
ANAB,24.42,ANAB,1712275004794.0923
ANDE,56.32,ANDE,1712275004794.0923
ANEB,2.4,ANEB,1712275004794.0923
ANET,304.13,ANET,1712275004794.0923
ANF,138.65,ANF,1712275004794.0923
ANGH,1.9,ANGH,1712275004794.0923
ANGHW,0.08,ANGHW,1712275004794.0923
ANGI,2.66,ANGI,1712275004794.0923
ANGO,5.54,ANGO,1712275004794.0923
ANIK,25.575,ANIK,1712275004794.0923
ANIP,69.075,ANIP,1712275004794.0923
ANIX,3.8301,ANIX,1712275004794.0923
ANL,9.1,ANL,1712275004794.0923
ANNX,6.045,ANNX,1712275004794.0923
ANRO,15.385,ANRO,1712275004794.0923
ANSC,10.17,ANSC,1712275004794.0923
ANSCU,10.2106,ANSCU,1712275004794.0923
ANSS,350.69,ANSS,1712275004794.0923
ANTE,1.11,ANTE,1712275004794.0923
ANTX,3.2613,ANTX,1712275004794.0923
ANVS,12.03,ANVS,1712275004794.0923
ANY,1.4243,ANY,1712275004794.0923
AOD,8.295,AOD,1712275004794.0923
AOGO,10.77,AOGO,1712275004794.0923
AOMR,10.81,AOMR,1712275004794.0923
AON,327.22,AON,1712275004794.0923
AONC,5.9,AONC,1712275004794.0923
AONCW,0.3,AONCW,1712275004794.0923
AORT,21.135,AORT,1712275004794.0923
AOS,89.67,AOS,1712275004794.0923
AOSL,22.43,AOSL,1712275004794.0923
AOUT,9.015,AOUT,1712275004794.0923
AP,2.48,AP,1712275004794.0923
APA,33.55,APA,1712275004794.0923
APAC,6.2998,APAC,1712275004794.0923
APACU,7.17,APACU,1712275004794.0923
APACW,0.0339,APACW,1712275004794.0923
APAM,44.97,APAM,1712275004794.0923
APCA,11.27,APCA,1712275004794.0923
APCX,1.4499,APCX,1712275004794.0923
APCXW,0.55,APCXW,1712275004794.0923
APD,236.96,APD,1712275004794.0923
APDN,0.4849,APDN,1712275004794.0923
APEI,13.83,APEI,1712275004794.0923
APG,38.96,APG,1712275004794.0923
APGE,67.71,APGE,1712275004794.0923
APH,114.45,APH,1712275004794.0923
API,2.5,API,1712275004794.0923
APLD,4.69,APLD,1712275004794.0923
APLE,16.635,APLE,1712275004794.0923
APLM,0.6,APLM,1712275004794.0923
APLMW,0.0216,APLMW,1712275004794.0923
APLS,56.025,APLS,1712275004794.0923
APLT,6.965,APLT,1712275004794.0923
APM,7.79,APM,1712275004794.0923
APO,115.035,APO,1712275004794.0923
APO^A,65.35,APO^A,1712275004794.0923
APOG,60.05,APOG,1712275004794.0923
APOS,26.8676,APOS,1712275004794.0923
APP,72.55,APP,1712275004794.0923
APPF,232.24,APPF,1712275004794.0923
APPN,39.01,APPN,1712275004794.0923
APPS,2.78,APPS,1712275004794.0923
APRE,5.95,APRE,1712275004794.0923
APT,6.21,APT,1712275004794.0923
APTO,1.55,APTO,1712275004794.0923
APTV,79.835,APTV,1712275004794.0923
APVO,4.8,APVO,1712275004794.0923
APWC,1.37,APWC,1712275004794.0923
APXI,11.39,APXI,1712275004794.0923
APXIW,0.065,APXIW,1712275004794.0923
APYX,1.365,APYX,1712275004794.0923
AQB,2.1,AQB,1712275004794.0923
AQMS,0.4801,AQMS,1712275004794.0923
AQN,6.06,AQN,1712275004794.0923
AQNB,25.045,AQNB,1712275004794.0923
AQNU,20.79,AQNU,1712275004794.0923
AQST,4.385,AQST,1712275004794.0923
AQU,10.85,AQU,1712275004794.0923
AQUNR,0.1746,AQUNR,1712275004794.0923
AR,26.815,AR,1712275004794.0923
ARAY,2.55,ARAY,1712275004794.0923
ARBB,1.3307,ARBB,1712275004794.0923
ARBE,2.505,ARBE,1712275004794.0923
ARBEW,0.2,ARBEW,1712275004794.0923
ARBK,1.64,ARBK,1712275004794.0923
ARBKL,8.47,ARBKL,1712275004794.0923
ARC,2.5913,ARC,1712275004794.0923
ARCB,138.39,ARCB,1712275004794.0923
ARCC,19.985,ARCC,1712275004794.0923
ARCH,164.52,ARCH,1712275004794.0923
ARCO,11.25,ARCO,1712275004794.0923
ARCT,33.47,ARCT,1712275004794.0923
ARDC,14.0055,ARDC,1712275004794.0923
ARDX,7.985,ARDX,1712275004794.0923
ARE,126.84,ARE,1712275004794.0923
AREB,0.304,AREB,1712275004794.0923
AREBW,0.0108,AREBW,1712275004794.0923
AREC,1.51,AREC,1712275004794.0923
AREN,1.305,AREN,1712275004794.0923
ARES,137.41,ARES,1712275004794.0923
ARGD,23.2599,ARGD,1712275004794.0923
ARGO^A,24.04,ARGO^A,1712275004794.0923
ARGX,408.37,ARGX,1712275004794.0923
ARHS,15.4,ARHS,1712275004794.0923
ARI,11.505,ARI,1712275004794.0923
ARIS,13.675,ARIS,1712275004794.0923
ARKO,6.0,ARKO,1712275004794.0923
ARKOW,0.55,ARKOW,1712275004794.0923
ARKR,14.06,ARKR,1712275004794.0923
ARL,17.65,ARL,1712275004794.0923
ARLO,12.74,ARLO,1712275004794.0923
ARLP,19.985,ARLP,1712275004794.0923
ARM,134.33,ARM,1712275004794.0923
ARMK,31.28,ARMK,1712275004794.0923
ARMN,3.43,ARMN,1712275004794.0923
ARMP,3.9013,ARMP,1712275004794.0923
AROC,19.59,AROC,1712275004794.0923
AROW,24.82,AROW,1712275004794.0923
ARQ,5.95,ARQ,1712275004794.0923
ARQQ,0.7401,ARQQ,1712275004794.0923
ARQQW,0.2,ARQQW,1712275004794.0923
ARQT,10.705,ARQT,1712275004794.0923
ARR,19.34,ARR,1712275004794.0923
ARR^C,21.27,ARR^C,1712275004794.0923
ARRW,9.4,ARRW,1712275004794.0923
ARRWU,11.1769,ARRWU,1712275004794.0923
ARRWW,0.14,ARRWW,1712275004794.0923
ARRY,14.24,ARRY,1712275004794.0923
ARTL,1.5001,ARTL,1712275004794.0923
ARTLW,0.03,ARTLW,1712275004794.0923
ARTNA,35.65,ARTNA,1712275004794.0923
ARTW,2.05,ARTW,1712275004794.0923
ARVN,43.46,ARVN,1712275004794.0923
ARW,122.02,ARW,1712275004794.0923
ARWR,28.67,ARWR,1712275004794.0923
ARYD,11.25,ARYD,1712275004794.0923
AS,15.75,AS,1712275004794.0923
ASA,15.22,ASA,1712275004794.0923
ASAI,14.95,ASAI,1712275004794.0923
ASAN,15.69,ASAN,1712275004794.0923
ASB,20.96,ASB,1712275004794.0923
ASB^E,21.22,ASB^E,1712275004794.0923
ASB^F,19.92,ASB^F,1712275004794.0923
ASBA,23.0499,ASBA,1712275004794.0923
ASC,16.5,ASC,1712275004794.0923
ASCA,10.0623,ASCA,1712275004794.0923
ASCAR,0.2,ASCAR,1712275004794.0923
ASCAU,11.91,ASCAU,1712275004794.0923
ASCAW,0.04,ASCAW,1712275004794.0923
ASCB,11.14,ASCB,1712275004794.0923
ASCBW,0.0139,ASCBW,1712275004794.0923
ASG,5.47,ASG,1712275004794.0923
ASGI,17.68,ASGI,1712275004794.0923
ASGN,105.455,ASGN,1712275004794.0923
ASH,96.26,ASH,1712275004794.0923
ASIX,27.18,ASIX,1712275004794.0923
ASLE,7.9,ASLE,1712275004794.0923
ASLN,0.7,ASLN,1712275004794.0923
ASM,0.5801,ASM,1712275004794.0923
ASMB,12.28,ASMB,1712275004794.0923
ASML,1000.135,ASML,1712275004794.0923
ASND,147.51,ASND,1712275004794.0923
ASNS,1.0302,ASNS,1712275004794.0923
ASO,67.1101,ASO,1712275004794.0923
ASPI,4.75,ASPI,1712275004794.0923
ASPN,15.74,ASPN,1712275004794.0923
ASPS,2.4799,ASPS,1712275004794.0923
ASR,303.895,ASR,1712275004794.0923
ASRT,1.035,ASRT,1712275004794.0923
ASRV,2.72,ASRV,1712275004794.0923
ASST,0.6897,ASST,1712275004794.0923
ASTC,8.75,ASTC,1712275004794.0923
ASTE,42.195,ASTE,1712275004794.0923
ASTH,41.0,ASTH,1712275004794.0923
ASTI,0.4099,ASTI,1712275004794.0923
ASTL,8.035,ASTL,1712275004794.0923
ASTLW,1.27,ASTLW,1712275004794.0923
ASTR,0.6302,ASTR,1712275004794.0923
ASTS,2.7999,ASTS,1712275004794.0923
ASTSW,0.65,ASTSW,1712275004794.0923
ASUR,8.415,ASUR,1712275004794.0923
ASX,11.46,ASX,1712275004794.0923
ASXC,0.2819,ASXC,1712275004794.0923
ASYS,5.19,ASYS,1712275004794.0923
ATAI,1.66,ATAI,1712275004794.0923
ATAT,18.893,ATAT,1712275004794.0923
ATCH,1.6485,ATCH,1712275004794.0923
ATCO^D,24.701,ATCO^D,1712275004794.0923
ATCO^H,24.5101,ATCO^H,1712275004794.0923
ATCOL,24.52,ATCOL,1712275004794.0923
ATEC,13.7925,ATEC,1712275004794.0923
ATEK,11.24,ATEK,1712275004794.0923
ATEN,13.905,ATEN,1712275004794.0923
ATER,0.2894,ATER,1712275004794.0923
ATEX,34.775,ATEX,1712275004794.0923
ATGE,49.6,ATGE,1712275004794.0923
ATGL,3.51,ATGL,1712275004794.0923
ATH^A,24.51,ATH^A,1712275004794.0923
ATH^B,22.34,ATH^B,1712275004794.0923
ATH^C,25.24,ATH^C,1712275004794.0923
ATH^D,19.0801,ATH^D,1712275004794.0923
ATH^E,26.6957,ATH^E,1712275004794.0923
ATHA,2.57,ATHA,1712275004794.0923
ATHE,1.75,ATHE,1712275004794.0923
ATHM,26.45,ATHM,1712275004794.0923
ATHS,25.48,ATHS,1712275004794.0923
ATI,48.69,ATI,1712275004794.0923
ATIF,1.0,ATIF,1712275004794.0923
ATIP,6.11,ATIP,1712275004794.0923
ATKR,187.39,ATKR,1712275004794.0923
ATLC,31.0433,ATLC,1712275004794.0923
ATLCL,24.04,ATLCL,1712275004794.0923
ATLCP,24.0501,ATLCP,1712275004794.0923
